FIPS Codes,County,percent (men)_2010,percent (women)_2010,percent (men)_2013,percent (women)_2013,Geographic area,Density_Population
45091,Beadle County,8.8,7.2,9.8,9,Beadle County,13.8
46003,Bennett County,13.7,13.4,14,15.1,Bennett County,2.9
46005,Bon Homme County,9.5,9.4,9,10.2,Bon Homme County,12.5
46007,Brookings County,6.7,5.9,6.2,6.1,Brookings County,40.3
46009,Brown County,8.6,7.5,8.2,8.6,Brown County,21.3
46011,Brule County,9.3,7.9,10.3,9.9,Brule County,6.4
46013,Buffalo County,17.1,18.4,15,17.4,Buffalo County,4.1
46015,Butte County,9.3,7.2,8.8,7.9,Butte County,4.5
46017,Campbell County,10.4,9,10.4,9.3,Campbell County,2
46019,Charles Mix County,12.6,12.1,11.6,11.7,Charles Mix County,8.3
46021,Clark County,9.9,8.6,10.7,10.2,Clark County,3.9
46023,Clay County,6.7,5.7,7.6,7.9,Clay County,33.6
46025,Codington County,8.2,7.5,8.4,8.1,Codington County,39.5
46027,Corson County,15.1,16.3,13,13.6,Corson County,1.6
46029,Custer County,10.6,8.4,11.4,10,Custer County,5.3
46031,Davison County,9.6,7.8,9.6,9.2,Davison County,44.8
46033,Day County,10.3,9.1,11.3,11.1,Day County,5.6
46035,Deuel County,9.1,7.5,11.1,10.5,Deuel County,7
46037,Dewey County,16.4,17.8,14.2,16.9,Dewey County,2.3
46039,Douglas County,10.5,9,11.3,10.6,Douglas County,7
46041,Edmunds County,9.8,8,9.5,8.5,Edmunds County,3.6
46043,Fall River County,13.1,11.4,12,10.5,Fall River County,4.1
46045,Faulk County,11.3,9.5,10.6,9,Faulk County,2.4
46047,Grant County,11.3,10.3,8.6,8.1,Grant County,10.8
46049,Gregory County,10.4,9.4,10.6,10.2,Gregory County,4.2
46051,Haakon County,10.5,9.6,10.5,10,Haakon County,1.1
46053,Hamlin County,9.7,8.9,10,9.4,Hamlin County,11.6
46055,Hand County,10.5,9,10.8,10.2,Hand County,2.4
46057,Hanson County,8.6,6.9,8.9,7.6,Hanson County,7.7
46059,Harding County,9.4,8.1,8.2,8,Harding County,0.5
46061,Hughes County,10,8.7,9.7,9.3,Hughes County,23
46063,Hutchinson County,10.4,9.1,10.8,10.3,Hutchinson County,9
46065,Hyde County,10.7,9.5,11,10,Hyde County,1.7
46067,Jackson County,12.6,11.8,11.1,11.3,Jackson County,1.6
46069,Jerauld County,8.8,7.9,10.1,9.6,Jerauld County,3.9
46071,Jones County,9.9,8.6,11.1,10.7,Jones County,1
46073,Kingsbury County,9.7,8.6,10.3,9.7,Kingsbury County,6.2
46075,Lake County,10.1,8.8,9,8.2,Lake County,19.9
46077,Lawrence County,8.4,7.3,7.4,7.2,Lawrence County,30.1
46079,Lincoln County,7.2,5.6,6.9,6.3,Lincoln County,77.7
46081,Lyman County,11.1,10.8,10.4,10.4,Lyman County,2.3
46083,McCook County,10.4,9.1,9.3,8.7,McCook County,9.8
46085,McPherson County,11,9.6,12.4,11.2,McPherson County,2.2
46087,Marshall County,9.8,9.2,9.5,9.7,Marshall County,5.6
46089,Meade County,9.6,8.3,8.8,8,Meade County,7.3
46091,Mellette County,15.1,14,13.3,13.1,Mellette County,1.6
46093,Miner County,9.3,8.3,11,10.3,Miner County,4.2
46095,Minnehaha County,8.7,7.2,8.1,7.7,Minnehaha County,210
46097,Moody County,9.8,9.2,11.1,11,Moody County,12.5
46099,Pennington County,9.3,8.1,8.8,8,Pennington County,36.4
46101,Perkins County,10.4,9.1,10.6,9.6,Perkins County,1
46103,Potter County,11.6,10.1,11.3,10.7,Potter County,2.7
46105,Roberts County,12.9,12.1,12.1,12,Roberts County,9.2
46107,Sanborn County,10.3,9.2,10.4,10.1,Sanborn County,4.1
46109,Shannon County,17.3,18.4,14.2,17.2,Shannon County,6.5
46111,Spink County,9.7,8.6,10.3,9.5,Spink County,4.3
46113,Stanley County,10.7,9.1,9.9,9.7,Stanley County,2.1
46115,Sully County,9.6,7.8,9.6,9,Sully County,1.4
46117,Todd County,14.9,14.9,16.9,19.4,Todd County,6.9
46119,Tripp County,13.5,12.6,10.9,10.5,Tripp County,3.5
46121,Turner County,9.3,8,8.7,8,Turner County,13.5
46123,Union County,8.2,6.5,9.5,8.9,Union County,31.3
46125,Walworth County,12.5,11.3,10.7,10.6,Walworth County,7.7
46127,Yankton County,9.1,7.5,8.4,7.4,Yankton County,43.1
46129,Ziebach County,14.9,14.1,15,18.2,Ziebach County,1.4
46135,Anderson County,12.6,11.5,12.7,12,Anderson County,222.8
46137,Bedford County,12.3,12.1,12.2,10.9,Bedford County,95.1
47001,Benton County,14.1,13.7,14.9,13.8,Benton County,41.8
47003,Bledsoe County,13.3,12.8,12.4,12.6,Bledsoe County,31.7
47005,Blount County,11.4,10.2,14.3,13.3,Blount County,220.2
47007,Bradley County,13.2,12.7,14.5,14.2,Bradley County,301
47009,Campbell County,13.3,13.2,14,12.9,Campbell County,84.8
47011,Cannon County,11.9,10.9,13.3,12.6,Cannon County,52
47013,Carroll County,13.7,13.5,14.6,14.6,Carroll County,47.6
47015,Carter County,14.3,13.7,14.3,14.1,Carter County,168.3
47017,Cheatham County,10.5,9.4,12.8,11.8,Cheatham County,129.3
47019,Chester County,12.4,12.2,14.7,14.6,Chester County,60
47021,Claiborne County,12.5,11.7,15.3,14.3,Claiborne County,74.1
47023,Clay County,13.2,12,14.6,13.2,Clay County,33.2
47025,Cocke County,13.9,12.5,16.5,15.1,Cocke County,82.1
47027,Coffee County,13.4,12.4,13.6,12.6,Coffee County,123.1
47029,Crockett County,13.4,13,14,13.6,Crockett County,54.9
47031,Cumberland County,13,11.1,18.9,17.6,Cumberland County,82.3
47033,Davidson County,9,9.6,10.4,10.8,Davidson County,1243.3
47035,Decatur County,13.8,12.6,15.3,14.7,Decatur County,35.2
47037,DeKalb County,12,11.5,14.5,14.2,DeKalb County,61.5
47039,Dickson County,12.5,12.1,13.1,12.1,Dickson County,101.4
47041,Dyer County,12.6,11.9,16.2,15.4,Dyer County,74.8
47043,Fayette County,14.4,14.7,17.2,18,Fayette County,54.5
47045,Fentress County,13.7,12.6,15.1,14.1,Fentress County,36
47047,Franklin County,11.8,10.7,13.6,12.5,Franklin County,74
47049,Gibson County,12.6,11.9,13.1,13.1,Gibson County,82.4
47051,Giles County,12,11.3,14.8,14.1,Giles County,48.3
47053,Grainger County,12.3,11.2,15.1,13.6,Grainger County,80.7
47055,Greene County,13.7,13.3,12.9,11.7,Greene County,110.6
47057,Grundy County,12.7,11.8,15.7,14.7,Grundy County,38
47059,Hamblen County,12.5,12.2,14,13.8,Hamblen County,388
47061,Hamilton County,11.9,11.6,12.2,12.3,Hamilton County,620.3
47063,Hancock County,13.6,13.4,13.5,12.4,Hancock County,30.7
47065,Hardeman County,12,13.3,13.5,16.2,Hardeman County,40.8
47067,Hardin County,13.4,13,14.6,13.1,Hardin County,45.1
47069,Hawkins County,13,12.1,15.2,13.5,Hawkins County,116.7
47071,Haywood County,14.4,14.5,14.9,15.7,Haywood County,35.2
47073,Henderson County,11.9,11.2,16.3,15.5,Henderson County,53.4
47075,Henry County,15.3,14.6,14.7,13.4,Henry County,57.5
47077,Hickman County,12.1,11.8,12.7,11.7,Hickman County,40.3
47079,Houston County,13.2,12,15.6,14.9,Houston County,42.1
47081,Humphreys County,13.9,12.8,14.5,13.6,Humphreys County,34.9
47083,Jackson County,12.6,11.6,14.5,13,Jackson County,37.7
47085,Jefferson County,12,10.8,13.1,11.6,Jefferson County,187.6
47087,Johnson County,13,13.3,14,14.2,Johnson County,61.1
47089,Knox County,10.5,10.4,11.6,10.9,Knox County,850.5
47091,Lake County,10.8,12.9,12.2,15.9,Lake County,47.2
47093,Lauderdale County,11.8,12.7,14.4,16.6,Lauderdale County,58.9
47095,Lawrence County,12,11.5,14.8,13.7,Lawrence County,67.8
47097,Lewis County,12.3,11.5,15.1,14,Lewis County,43.1
47099,Lincoln County,11.6,10.6,14.8,13.7,Lincoln County,58.5
47101,Loudon County,14.2,13.4,14.1,12.6,Loudon County,211.8
47103,McMinn County,13.2,11.7,14.6,13.8,McMinn County,121.5
47105,McNairy County,13,12.3,16.8,17,McNairy County,46.3
47107,Macon County,12.3,12.2,15,13.4,Macon County,72.4
47109,Madison County,12.3,12.9,13.7,14.7,Madison County,176.4
47111,Marion County,12.3,11.1,16.2,15.6,Marion County,56.7
47113,Marshall County,11.4,10.8,14.7,14.2,Marshall County,81.5
47115,Maury County,11.9,11.7,12.1,11.6,Maury County,132
47117,Meigs County,14.1,13.3,14.8,13.5,Meigs County,60.2
47119,Monroe County,12.9,12,15.4,14,Monroe County,70
47121,Montgomery County,10.5,10.4,9.6,10,Montgomery County,319.6
47123,Moore County,12.4,11.3,14.7,13.3,Moore County,49.2
47125,Morgan County,11.1,11.2,12.3,12.3,Morgan County,42.1
47127,Obion County,13.7,12.7,15.6,15.5,Obion County,58.4
47129,Overton County,12.2,11.5,15.7,14.4,Overton County,50.9
47131,Perry County,13,11.6,16.8,15.8,Perry County,19.1
47133,Pickett County,13.6,12.2,16,14.1,Pickett County,31.2
47135,Polk County,12.8,11.9,14.4,13.1,Polk County,38.7
47137,Putnam County,10.6,10.4,12.6,12.5,Putnam County,180.3
47139,Rhea County,12.8,11.7,14.2,13.3,Rhea County,100.9
47141,Roane County,13.4,12.5,14.2,12.7,Roane County,150.2
47143,Robertson County,11,10.4,13.1,12.5,Robertson County,139.2
47145,Rutherford County,9.9,9.7,10,9.8,Rutherford County,424
47147,Scott County,11.8,11.2,13.7,13,Scott County,41.8
47149,Sequatchie County,12.1,11.4,14.3,12.8,Sequatchie County,53.1
47151,Sevier County,12.5,11.6,13,11.4,Sevier County,151.7
47153,Shelby County,11.2,12.2,11.7,12.6,Shelby County,1215.5
47155,Smith County,11.7,10.5,14.1,13.2,Smith County,61
47157,Stewart County,13.7,12.6,15.6,14.8,Stewart County,29
47159,Sullivan County,14.7,14.5,14.9,14,Sullivan County,379.4
47161,Sumner County,10.3,9.6,12.2,11.4,Sumner County,303.4
47163,Tipton County,11.7,11.5,13.6,13.5,Tipton County,133.3
47165,Trousdale County,12.2,11.4,13.7,12.8,Trousdale County,68.9
47167,Unicoi County,12.6,11.7,15.3,14.2,Unicoi County,98.4
47169,Union County,12.2,11.4,14.4,13.2,Union County,85.5
47171,Van Buren County,12.6,11.7,15.3,13.8,Van Buren County,20.3
47173,Warren County,11.4,10.9,16.2,16.4,Warren County,92.1
47175,Washington County,11.7,11.2,13.5,12.5,Washington County,376.7
47177,Wayne County,11.1,11.1,12.1,12.6,Wayne County,23.2
47179,Weakley County,11.3,10.5,15,14.5,Weakley County,60.3
47181,White County,12.2,11.5,14.3,13,White County,68.6
47183,Williamson County,9.9,8.7,10,8.5,Williamson County,314.4
47185,Wilson County,12,11.1,13.1,12.3,Wilson County,199.7
47187,Anderson County,11.5,11.5,11.5,12.1,Anderson County,55
47189,Andrews County,10.7,9.2,9.2,8.5,Andrews County,9.9
48001,Angelina County,11.9,10.2,13.3,12.5,Angelina County,108.8
48003,Aransas County,13.5,10.7,13.5,10.8,Aransas County,91.9
48005,Archer County,13.5,11.5,11.7,9.5,Archer County,10
48007,Armstrong County,12.4,10.2,11.5,9.7,Armstrong County,2.1
48009,Atascosa County,11.3,9.2,11.4,10.1,Atascosa County,36.8
48011,Austin County,11.3,9.3,10.5,8.8,Austin County,44
48013,Bailey County,10.7,8.8,10.4,8.7,Bailey County,8.7
48015,Bandera County,14.3,11.6,12.8,9.8,Bandera County,25.9
48017,Bastrop County,11,9.5,10.2,9.1,Bastrop County,83.5
48019,Baylor County,13,10.5,13.2,11.2,Baylor County,4.3
48021,Bee County,9.5,9.5,8.6,8.9,Bee County,36.2
48023,Bell County,10,9.3,9.6,8.8,Bell County,295.2
48025,Bexar County,10.2,8.4,9.1,8.7,Bexar County,1383.1
48027,Blanco County,12.4,10,12.3,10,Blanco County,14.8
48029,Borden County,12.5,10.3,12.4,10.2,Borden County,0.7
48031,Bosque County,12.1,9.4,11.5,9,Bosque County,18.5
48033,Bowie County,11.5,10.5,12.6,12.7,Bowie County,104.6
48035,Brazoria County,10.2,8.7,9.6,8.6,Brazoria County,230.7
48037,Brazos County,7.5,6.8,7.7,7.6,Brazos County,332.8
48039,Brewster County,9.8,8.1,10.7,8.8,Brewster County,1.5
48041,Briscoe County,12.8,10.5,12.5,10.1,Briscoe County,1.8
48043,Brooks County,11.6,9.7,11.5,10.1,Brooks County,7.7
48045,Brown County,11.6,9.5,10.5,8.5,Brown County,40.3
48047,Burleson County,12.8,10.8,13.2,11.2,Burleson County,26.1
48049,Burnet County,11.3,9,11.3,8.9,Burnet County,43
48051,Caldwell County,10.4,9.2,10.3,9.3,Caldwell County,69.8
48053,Calhoun County,11.5,9.2,12.5,10.7,Calhoun County,42.2
48055,Callahan County,11,8.7,12.2,9.9,Callahan County,15.1
48057,Cameron County,9.3,7.5,10,8.7,Cameron County,456
48059,Camp County,13.5,12,12.1,10.4,Camp County,63.3
48061,Carson County,12.2,9.4,12.1,10,Carson County,6.7
48063,Cass County,12.4,10.5,14.5,13,Cass County,32.5
48065,Castro County,11,9,10.2,8.4,Castro County,9
48067,Chambers County,10.2,8.3,10.4,8.9,Chambers County,58.8
48069,Cherokee County,12,10.8,12.2,10.9,Cherokee County,48.3
48071,Childress County,9.1,10.2,8.2,10.1,Childress County,10.1
48073,Clay County,13.3,11,12.4,10,Clay County,9.9
48075,Cochran County,12.1,10,11.8,10,Cochran County,4
48077,Coke County,13.2,10.5,14,11.2,Coke County,3.6
48079,Coleman County,13.1,10.2,12.9,10.3,Coleman County,7
48081,Collin County,8.6,7.5,8.6,7.3,Collin County,930
48083,Collingsworth County,11.9,10.4,11.7,9.9,Collingsworth County,3.3
48085,Colorado County,12.5,10.6,12.2,10.3,Colorado County,21.7
48087,Comal County,11.3,9.1,9.8,7.9,Comal County,193.9
48089,Comanche County,12.4,9.7,12.1,9.7,Comanche County,14.9
48091,Concho County,8.8,10,8.2,10.2,Concho County,4.2
48093,Cooke County,11.2,9.3,11.2,9.4,Cooke County,43.9
48095,Coryell County,9,8.4,9.1,9.2,Coryell County,71.7
48097,Cottle County,13.9,11.3,13.6,11.1,Cottle County,1.7
48099,Crane County,10.7,8.9,9.4,8.2,Crane County,5.6
48101,Crockett County,11.4,9.2,10.9,8.9,Crockett County,1.3
48103,Crosby County,12.1,10,10.7,9,Crosby County,6.7
48105,Culberson County,11.8,9.3,11,9.1,Culberson County,0.6
48107,Dallam County,9.9,8.3,8.7,7.2,Dallam County,4.5
48109,Dallas County,9.6,8.9,9.5,8.8,Dallas County,2718
48111,Dawson County,10,10.5,8.9,9.3,Dawson County,15.4
48113,Deaf Smith County,10,8.4,9.4,8.1,Deaf Smith County,12.9
48115,Delta County,12.8,10.5,13,10.9,Delta County,20.4
48117,Denton County,9,7.8,8.5,7.6,Denton County,754.3
48119,DeWitt County,11.5,9.9,12,11.2,DeWitt County,22.1
48121,Dickens County,10.8,10.5,9.8,10,Dickens County,2.7
48123,Dimmit County,11.8,9.9,10.1,8.6,Dimmit County,7.5
48125,Donley County,12.8,10.9,11.9,10.3,Donley County,4
48127,Duval County,11,9.4,10.4,9.3,Duval County,6.6
48129,Eastland County,13.6,11.7,13,11.5,Eastland County,20.1
48131,Ector County,11.1,9.7,9.1,8.6,Ector County,152.8
48133,Edwards County,13.4,10,13.2,10.3,Edwards County,0.9
48135,Ellis County,10.6,9.1,10.8,9.1,Ellis County,159.9
48137,El Paso County,9.4,7.4,10.3,8.9,El Paso County,790.6
48139,Erath County,10,8.2,9.6,8.3,Erath County,35
48141,Falls County,13.1,11.6,12.2,10.9,Falls County,23.3
48143,Fannin County,11.5,9.9,11,9.6,Fannin County,38.1
48145,Fayette County,12.4,10.3,12.8,10.4,Fayette County,25.8
48147,Fisher County,13.2,10.8,12.6,10.7,Fisher County,4.4
48149,Floyd County,13.3,11.2,12.3,10.5,Floyd County,6.5
48151,Foard County,13.2,11.4,12.6,10.8,Foard County,1.9
48153,Fort Bend County,8.9,7,9.2,7.7,Fort Bend County,679.5
48155,Franklin County,12.3,10,12.3,10.4,Franklin County,37.3
48157,Freestone County,12,10.6,11.5,10.5,Freestone County,22.6
48159,Frio County,8.7,9,8.2,9.2,Frio County,15.2
48161,Gaines County,10.4,9,9.5,8.2,Gaines County,11.7
48163,Galveston County,10.6,9.2,10.5,9.2,Galveston County,769.9
48165,Garza County,9.1,9.3,8.1,8.8,Garza County,7.2
48167,Gillespie County,13,10.4,14.7,12.1,Gillespie County,23.5
48169,Glasscock County,11.1,8.8,10.5,8.5,Glasscock County,1.4
48171,Goliad County,12.9,10.4,13,10.8,Goliad County,8.5
48173,Gonzales County,12.1,10.2,12.7,11.3,Gonzales County,18.6
48175,Gray County,12.8,11.8,11.3,10.5,Gray County,24.3
48177,Grayson County,11.2,9.3,10.1,8.5,Grayson County,129.6
48179,Gregg County,11.8,10.7,11.1,10.9,Gregg County,445.4
48181,Grimes County,11,10.1,12.2,11.5,Grimes County,33.8
48183,Guadalupe County,9.4,7.7,10.6,9.5,Guadalupe County,184.9
48185,Hale County,10.4,9.1,10.5,10,Hale County,36.1
48187,Hall County,13.2,10.4,13.8,11.1,Hall County,3.8
48189,Hamilton County,13.2,11,12.9,10.7,Hamilton County,10.2
48191,Hansford County,11,9.1,10.5,8.9,Hansford County,6.1
48193,Hardeman County,12.7,10.4,11.8,10,Hardeman County,6
48195,Hardin County,12.2,10.4,10.8,9.1,Hardin County,61.3
48197,Harris County,9,7.1,8.7,8.2,Harris County,2402.4
48199,Harrison County,11.9,10.8,12.2,11.6,Harrison County,72.9
48201,Hartley County,10.3,9.9,9.6,9.6,Hartley County,4.1
48203,Haskell County,12.1,10.8,10.9,10,Haskell County,6.5
48205,Hays County,8.6,7.1,9.3,8.2,Hays County,231.7
48207,Hemphill County,10.4,8.8,10.1,8.6,Hemphill County,4.2
48209,Henderson County,12,9.9,12,9.9,Henderson County,89.9
48211,Hidalgo County,10.2,9,10.2,9.2,Hidalgo County,493.2
48213,Hill County,12.5,10.4,11.1,9.1,Hill County,36.6
48215,Hockley County,10.3,8.6,9.4,8.1,Hockley County,25.2
48217,Hood County,12.1,9.8,13,10.5,Hood County,121.7
48219,Hopkins County,12.3,10.2,11.3,9.7,Hopkins County,45.8
48221,Houston County,13.1,11.8,11.7,10.8,Houston County,19.3
48223,Howard County,11.4,9.6,10.2,9,Howard County,38.9
48225,Hudspeth County,12,9.4,11.1,8.8,Hudspeth County,0.8
48227,Hunt County,11.9,10.3,11.2,9.5,Hunt County,102.5
48229,Hutchinson County,12,9.7,11.3,9.7,Hutchinson County,25
48231,Irion County,12.6,10,11.5,9.6,Irion County,1.5
48233,Jack County,10.1,9.3,9.9,9.4,Jack County,9.9
48235,Jackson County,11.9,10.1,11.7,10.2,Jackson County,17
48237,Jasper County,12.9,11.3,13.8,12.7,Jasper County,38
48239,Jeff Davis County,13.9,11.1,13.9,11,Jeff Davis County,1
48241,Jefferson County,13,12.7,10.8,10.8,Jefferson County,287.9
48243,Jim Hogg County,11,9.4,10.6,9.2,Jim Hogg County,4.7
48245,Jim Wells County,10.4,8.5,10,8.4,Jim Wells County,47.2
48247,Johnson County,13.3,12.2,10.2,8.6,Johnson County,208.3
48249,Jones County,9.9,10.1,8.8,9.4,Jones County,21.8
48251,Karnes County,9.5,9.7,9.3,9.7,Karnes County,19.8
48253,Kaufman County,10.9,9.3,10,8.5,Kaufman County,132.4
48255,Kendall County,11.4,9.1,10,7.9,Kendall County,50.4
48257,Kenedy County,11.1,9.2,10.1,8.4,Kenedy County,0.3
48259,Kent County,13.4,11.4,12.7,11.4,Kent County,0.9
48261,Kerr County,13.4,11.1,14.6,12.2,Kerr County,45
48263,Kimble County,13.2,10.5,13,10.3,Kimble County,3.7
48265,King County,11.4,9.1,11.4,9.7,King County,0.3
48267,Kinney County,11.9,11,11.2,10.3,Kinney County,2.6
48269,Kleberg County,9,7.7,9.4,9,Kleberg County,36.4
48271,Knox County,12.6,10.6,12.1,10.4,Knox County,4.4
48273,Lamar County,13.1,11.7,12.4,10.9,Lamar County,54.9
48275,Lamb County,10.7,8.9,11,9.4,Lamb County,13.8
48277,Lampasas County,11.3,9.2,11.3,9.3,Lampasas County,27.6
48279,La Salle County,8.3,9.1,7.7,9,La Salle County,4.6
48281,Lavaca County,13.2,11.5,12.7,10.8,Lavaca County,19.9
48283,Lee County,12.2,10.3,11.7,9.9,Lee County,26.4
48285,Leon County,14.4,11.9,14.8,12.9,Leon County,15.7
48287,Liberty County,10.5,8.7,11.7,10.4,Liberty County,65.3
48289,Limestone County,11.3,10.6,12,11.7,Limestone County,25.8
48291,Lipscomb County,10.9,9.4,10,8.9,Lipscomb County,3.5
48293,Live Oak County,12.3,10.9,11.2,10.4,Live Oak County,11.1
48295,Llano County,14.2,11.2,14.9,12,Llano County,20.7
48297,Loving County,12.9,8.4,12,8.5,Loving County,0.1
48299,Lubbock County,8.7,7.9,9.1,8.1,Lubbock County,311.3
48301,Lynn County,12.4,10.4,11.1,9.6,Lynn County,6.6
48303,McCulloch County,12.6,10.3,12.1,10,McCulloch County,7.8
48305,McLennan County,10.4,9.1,9.6,8.5,McLennan County,226.5
48307,McMullen County,13.8,10.3,13.1,10.5,McMullen County,0.6
48309,Madison County,9.9,10.9,8.6,9.7,Madison County,29.3
48311,Marion County,14.3,12.3,13.5,11.6,Marion County,27.7
48313,Martin County,10.8,8.8,9.3,8.3,Martin County,5.2
48315,Mason County,13.4,10.6,13.8,11.3,Mason County,4.3
48317,Matagorda County,12.2,10.3,11.9,10.6,Matagorda County,33.4
48319,Maverick County,9.8,8.3,9.2,8.2,Maverick County,42.4
48321,Medina County,10.5,8.8,11.8,10.6,Medina County,34.7
48323,Menard County,13.8,10.4,14.5,11.3,Menard County,2.5
48325,Midland County,8.9,7.3,9.2,8.2,Midland County,152
48327,Milam County,13,11,13,11,Milam County,24.3
48329,Mills County,13.3,10.8,13,10.5,Mills County,6.6
48331,Mitchell County,9.1,10,8.4,9.6,Mitchell County,10.3
48333,Montague County,12,9.7,11.7,9.7,Montague County,21.2
48335,Montgomery County,9.6,8.2,10.8,9.4,Montgomery County,437.5
48337,Moore County,10.2,8.7,9.4,8.5,Moore County,24.3
48339,Morris County,13.8,12.2,11.9,10.4,Morris County,51.3
48341,Motley County,13.7,11.3,14.2,12,Motley County,1.2
48343,Nacogdoches County,10.5,9.3,11.5,11.1,Nacogdoches County,68.2
48345,Navarro County,12.1,10.7,10.8,9.4,Navarro County,47.3
48347,Newton County,12.4,11.2,12.1,11.2,Newton County,15.5
48349,Nolan County,11.9,10,11.1,9.6,Nolan County,16.7
48351,Nueces County,10.7,9.3,10.7,9.1,Nueces County,405.8
48353,Ochiltree County,9.4,8,8.7,7.6,Ochiltree County,11.1
48355,Oldham County,12,9.6,10.3,8.4,Oldham County,1.4
48357,Orange County,12.3,10.9,9.5,8.2,Orange County,245.3
48359,Palo Pinto County,12.7,10.9,12.9,11.2,Palo Pinto County,29.5
48361,Panola County,12.7,11.2,11.6,10.3,Panola County,29.7
48363,Parker County,12.7,10.3,11.6,9.4,Parker County,129.4
48365,Parmer County,9.8,8.2,9.9,8.8,Parmer County,11.7
48367,Pecos County,10.1,8.8,10,9.4,Pecos County,3.3
48369,Polk County,12.1,10.9,11.3,10.2,Polk County,43
48371,Potter County,10.6,9.1,9.3,8.6,Potter County,133.3
48373,Presidio County,11.6,8.5,11.5,9.2,Presidio County,2
48375,Rains County,13.1,10.5,13,10.5,Rains County,47.6
48377,Randall County,10,7.9,8.9,7.5,Randall County,132.4
48379,Reagan County,10.3,8.4,9.4,8.3,Reagan County,2.9
48381,Real County,14.6,11.4,13.8,10.5,Real County,4.7
48383,Red River County,13.9,11.7,12.7,11.2,Red River County,12.4
48385,Reeves County,9.2,9.7,7.7,8.8,Reeves County,5.2
48387,Refugio County,12.9,10.6,11.9,10,Refugio County,9.6
48389,Roberts County,11.6,9.3,11.2,9.3,Roberts County,1
48391,Robertson County,13.2,11.9,11.8,10.1,Robertson County,19.4
48393,Rockwall County,9.5,7.8,9.6,8.2,Rockwall County,616.7
48395,Runnels County,12.3,10,12.5,10.5,Runnels County,10
48397,Rusk County,11.8,11,11,10.6,Rusk County,57.7
48399,Sabine County,15,11.8,14.8,11.7,Sabine County,22
48401,San Augustine County,14.5,12.7,14.6,12.8,San Augustine County,16.7
48403,San Jacinto County,13.2,11,13.5,11.7,San Jacinto County,46.3
48405,San Patricio County,11.7,10,11.1,10,San Patricio County,93.5
48407,San Saba County,10.9,10.5,11.8,11,San Saba County,5.4
48409,Schleicher County,10.9,8.6,10.7,8.8,Schleicher County,2.6
48411,Scurry County,9.4,8.6,9.4,8.7,Scurry County,18.7
48413,Shackelford County,11.8,9.6,11.4,9.4,Shackelford County,3.7
48415,Shelby County,12.6,11.1,12.2,11.1,Shelby County,32
48417,Sherman County,11,8.8,10.8,9.1,Sherman County,3.3
48419,Smith County,10.6,10.1,10.8,9.6,Smith County,227.6
48421,Somervell County,11.6,9.3,11.9,9.6,Somervell County,45.5
48423,Starr County,9.8,8.2,8.9,7.9,Starr County,49.8
48425,Stephens County,11.4,10.2,10.5,9.5,Stephens County,10.7
48427,Sterling County,11.8,9.5,10.9,9.3,Sterling County,1.2
48429,Stonewall County,12.9,10.8,13.2,10.9,Stonewall County,1.6
48431,Sutton County,11.2,9.1,10.9,8.7,Sutton County,2.8
48433,Swisher County,11.2,10.1,10.1,9.6,Swisher County,8.8
48435,Tarrant County,10,8.3,11.7,10.3,Tarrant County,2094.7
48437,Taylor County,11.1,9.8,9.6,8.8,Taylor County,143.6
48439,Terrell County,11.5,8.9,11.5,9.7,Terrell County,0.4
48441,Terry County,11.4,10.9,10.1,9.5,Terry County,14.2
48443,Throckmorton County,13,10.7,12.6,10.2,Throckmorton County,1.8
48445,Titus County,10.2,8.7,10.2,8.9,Titus County,79.6
48447,Tom Green County,10.5,9.3,10.4,9.8,Tom Green County,72.4
48449,Travis County,7,6.1,6.6,6.1,Travis County,1034.4
48451,Trinity County,14.1,12.1,12.8,10.3,Trinity County,21
48453,Tyler County,11.7,11.2,12.2,12.4,Tyler County,23.5
48455,Upshur County,13.9,12.2,11.7,9.8,Upshur County,67.4
48457,Upton County,11.5,9.4,10.4,8.7,Upton County,2.7
48459,Uvalde County,11.4,9.3,11.2,9.9,Uvalde County,17
48461,Val Verde County,10.7,8.9,9.3,8.2,Val Verde County,15.5
48463,Van Zandt County,13.5,11.6,11.9,9.9,Van Zandt County,62.4
48465,Victoria County,11.7,10.6,10.8,9.8,Victoria County,98.4
48467,Walker County,10,8.9,9.1,8.7,Walker County,86.5
48469,Waller County,10.4,9.1,12.1,11.8,Waller County,84.1
48471,Ward County,10.7,8.7,10.4,9.1,Ward County,12.8
48473,Washington County,11.7,9.9,12.6,11,Washington County,55.8
48475,Webb County,9.6,8.1,9,8.3,Webb County,74.5
48477,Wharton County,12.1,11,10.8,9.5,Wharton County,38
48479,Wheeler County,12.3,10.3,11.7,9.9,Wheeler County,5.9
48481,Wichita County,11.9,10.8,12,12.7,Wichita County,209.5
48483,Wilbarger County,11.7,10.1,11.7,10.3,Wilbarger County,13.9
48485,Willacy County,9,8.6,8.2,8.4,Willacy County,37.5
48487,Williamson County,8,7,8.1,6.6,Williamson County,378
48489,Wilson County,11,8.7,10.8,8.6,Wilson County,53.4
48491,Winkler County,11,9.1,9.4,8,Winkler County,8.5
48493,Wise County,9.7,7.8,11.4,9.4,Wise County,65.4
48495,Wood County,12.8,10.7,12.8,10.6,Wood County,65
48497,Yoakum County,10.2,8.3,9.4,7.9,Yoakum County,9.9
48499,Young County,12.1,10.4,11.7,10.1,Young County,20.3
